Sat Feb  4 04:27:31 2023    ../../results/profiler/profiler.pstats

         362061277 function calls (361016368 primitive calls) in 206.539 seconds

   Random listing order was used

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     6666    0.009    0.000    0.051    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/numpy/core/fromnumeric.py:2617(amax)
     6642    0.001    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/numpy/core/fromnumeric.py:2737(_amin_dispatcher)
     6642    0.010    0.000    0.056    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/numpy/core/fromnumeric.py:2742(amin)
       17    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/numpy/core/fromnumeric.py:2907(_prod_dispatcher)
       17    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/numpy/core/fromnumeric.py:2912(prod)
      250    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/numpy/core/fromnumeric.py:3102(_ndim_dispatcher)
      250    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/numpy/core/fromnumeric.py:3106(ndim)
      440    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/numpy/core/fromnumeric.py:3195(_around_dispatcher)
      220    0.000    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/numpy/core/fromnumeric.py:3199(around)
      220    0.000    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/numpy/core/fromnumeric.py:3709(round_)
     1815    0.001    0.000    0.010    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/numpy/core/_methods.py:37(_amax)
     1337    0.001    0.000    0.012    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/numpy/core/_methods.py:41(_amin)
    12351    0.009    0.000    0.106    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/numpy/core/_methods.py:45(_sum)
   158158    0.107    0.000    1.022    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/numpy/core/_methods.py:53(_any)
     1434    0.001    0.000    0.010    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/numpy/core/_methods.py:59(_all)
       10    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/numpy/core/_methods.py:65(_count_reduce_items)
      130    0.001    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/numpy/core/_methods.py:90(_clip_dep_is_scalar_nan)
      130    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/numpy/core/_methods.py:100(_clip_dep_is_byte_swapped)
       65    0.001    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/numpy/core/_methods.py:105(_clip_dep_invoke_with_casting)
       65    0.000    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/numpy/core/_methods.py:124(_clip)
       10    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/numpy/core/_methods.py:161(_mean)
       60    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/numpy/core/_methods.py:273(_ptp)
        6    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(take)
     2542    0.004    0.000    0.045    0.000 <__array_function__ internals>:2(reshape)
        4    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(searchsorted)
       16    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(ravel)
      306    0.001    0.000    0.003    0.000 <__array_function__ internals>:2(nonzero)
        6    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(sort)
        3    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(argsort)
       65    0.000    0.000    0.005    0.000 <__array_function__ internals>:2(clip)
      194    0.000    0.000    0.004    0.000 <__array_function__ internals>:2(any)
     1924    0.002    0.000    0.026    0.000 <__array_function__ internals>:2(all)
      194    0.000    0.000    0.005    0.000 <__array_function__ internals>:2(cumsum)
       60    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(ptp)
     6666    0.006    0.000    0.063    0.000 <__array_function__ internals>:2(amax)
     6642    0.006    0.000    0.069    0.000 <__array_function__ internals>:2(amin)
       17    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(prod)
      250    0.000    0.000    0.002    0.000 <__array_function__ internals>:2(ndim)
      220    0.000    0.000    0.003    0.000 <__array_function__ internals>:2(around)
      220    0.000    0.000    0.004    0.000 <__array_function__ internals>:2(round_)
      253    0.000    0.000    0.003    0.000 <__array_function__ internals>:2(atleast_1d)
        5    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(atleast_2d)
        3    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(vstack)
    94842    0.225    0.000    0.613    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/numpy/core/_ufunc_config.py:32(seterr)
    94842    0.204    0.000    0.222    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/numpy/core/_ufunc_config.py:132(geterr)
    47421    0.042    0.000    0.042    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/numpy/core/_ufunc_config.py:429(__init__)
    47421    0.089    0.000    0.421    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/numpy/core/_ufunc_config.py:433(__enter__)
    47421    0.086    0.000    0.368    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/numpy/core/_ufunc_config.py:438(__exit__)
      100    0.000    0.000    0.003    0.000 <__array_function__ internals>:2(array_equal)
       15    0.001    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/numpy/core/function_base.py:23(linspace)
       15    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/numpy/core/function_base.py:18(_linspace_dispatcher)
       15    0.000    0.000    0.002    0.000 <__array_function__ internals>:2(linspace)
       87    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/numpy/core/getlimits.py:382(__new__)
        3    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/threading.py:1314(current_thread)
        3    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/threading.py:1431(main_thread)
        2    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/numpy/lib/index_tricks.py:317(__getitem__)
    10120    0.010    0.000    0.018    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/numpy/lib/function_base.py:244(iterable)
        3    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/numpy/linalg/linalg.py:102(get_linalg_error_extobj)
        3    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/numpy/linalg/linalg.py:107(_makearray)
        6    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/numpy/linalg/linalg.py:112(isComplexType)
        3    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/numpy/linalg/linalg.py:125(_realType)
        3    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/numpy/linalg/linalg.py:135(_commonType)
        3    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/numpy/linalg/linalg.py:193(_assert_stacked_2d)
        3    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/numpy/linalg/linalg.py:199(_assert_stacked_square)
        3    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/numpy/linalg/linalg.py:472(_unary_dispatcher)
        3    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/numpy/linalg/linalg.py:476(inv)
        3    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(inv)
       52    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/numpy/lib/function_base.py:1149(_diff_dispatcher)
       52    0.001    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/numpy/lib/function_base.py:1153(diff)
        6    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/numpy/lib/function_base.py:1647(_extract_dispatcher)
        6    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/numpy/lib/function_base.py:1651(extract)
       38    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/numpy/lib/function_base.py:4306(_delete_dispatcher)
       38    0.001    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/numpy/lib/function_base.py:4310(delete)
        4    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/numpy/lib/function_base.py:4686(_append_dispatcher)
        4    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/numpy/lib/function_base.py:4690(append)
       52    0.000    0.000    0.002    0.000 <__array_function__ internals>:2(diff)
       38    0.000    0.000    0.002    0.000 <__array_function__ internals>:2(delete)
        6    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(extract)
      346    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/numpy/lib/stride_tricks.py:474(_broadcast_arrays_dispatcher)
      346    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/numpy/lib/stride_tricks.py:536(<listcomp>)
     1049    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/numpy/lib/stride_tricks.py:540(<genexpr>)
       61    0.000    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/numpy/lib/stride_tricks.py:544(<listcomp>)
      346    0.002    0.000    0.010    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/numpy/lib/stride_tricks.py:478(broadcast_arrays)
      346    0.001    0.000    0.012    0.000 <__array_function__ internals>:2(broadcast_arrays)
        4    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(append)
      166    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/numpy/lib/stride_tricks.py:25(_maybe_view_as_subclass)
      332    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/numpy/lib/stride_tricks.py:344(<genexpr>)
      166    0.002    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/numpy/lib/stride_tricks.py:339(_broadcast_to)
      346    0.003    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/numpy/lib/stride_tricks.py:414(_broadcast_shape)
      342    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/numpy/lib/shape_base.py:608(_column_stack_dispatcher)
      342    0.002    0.000    0.006    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/numpy/lib/shape_base.py:612(column_stack)
        4    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/numpy/lib/shape_base.py:1167(_tile_dispatcher)
        8    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/numpy/lib/shape_base.py:1243(<genexpr>)
        4    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/numpy/lib/shape_base.py:1171(tile)
      342    0.001    0.000    0.008    0.000 <__array_function__ internals>:2(column_stack)
        4    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(tile)
      238    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/numpy/lib/arraysetops.py:125(_unpack_tuple)
      238    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/numpy/lib/arraysetops.py:133(_unique_dispatcher)
      238    0.001    0.000    0.005    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/numpy/lib/arraysetops.py:138(unique)
      238    0.003    0.000    0.004    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/numpy/lib/arraysetops.py:310(_unique1d)
      119    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/numpy/lib/arraysetops.py:343(_intersect1d_dispatcher)
      119    0.001    0.000    0.008    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/numpy/lib/arraysetops.py:348(intersect1d)
      240    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/numpy/lib/arraysetops.py:494(_in1d_dispatcher)
      240    0.006    0.000    0.010    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/numpy/lib/arraysetops.py:498(in1d)
      240    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/numpy/lib/arraysetops.py:611(_isin_dispatcher)
      240    0.001    0.000    0.012    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/numpy/lib/arraysetops.py:615(isin)
      238    0.000    0.000    0.006    0.000 <__array_function__ internals>:2(unique)
      119    0.000    0.000    0.009    0.000 <__array_function__ internals>:2(intersect1d)
      240    0.000    0.000    0.010    0.000 <__array_function__ internals>:2(in1d)
      240    0.000    0.000    0.013    0.000 <__array_function__ internals>:2(isin)
        8    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/shutil.py:1313(get_terminal_size)
      483    0.001    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/numpy/ma/core.py:582(filled)
      242    0.001    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/numpy/ma/core.py:666(getdata)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/numpy/ma/core.py:1357(getmask)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/numpy/ma/core.py:6562(is_masked)
        1    0.000    0.000    0.000    0.000 /Users/julia/Library/Python/3.9/lib/python/site-packages/six.py:184(find_module)
        3    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/locale.py:352(_replace_encoding)
        6    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/locale.py:386(normalize)
       21    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/pandas/_config/config.py:86(_get_single_key)
       21    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/pandas/_config/config.py:104(_get_option)
       21    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/pandas/_config/config.py:232(__call__)
       21    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/pandas/_config/config.py:537(_select_options)
       21    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/pandas/_config/config.py:555(_get_root)
       42    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/pandas/_config/config.py:569(_get_deprecated_option)
       21    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/pandas/_config/config.py:596(_translate_key)
       21    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/pandas/_config/config.py:608(_warn_if_deprecated)
       36    0.000    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/pandas/core/dtypes/dtypes.py:159(__init__)
       12    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/pandas/core/dtypes/dtypes.py:182(_from_values_or_dtype)
        2    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/pandas/core/dtypes/dtypes.py:277(construct_from_string)
       36    0.000    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/pandas/core/dtypes/dtypes.py:308(_finalize)
       36    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/pandas/core/dtypes/dtypes.py:462(validate_ordered)
       24    0.000    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/pandas/core/dtypes/dtypes.py:481(validate_categories)
       12    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/pandas/core/dtypes/dtypes.py:518(update_dtype)
       60    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/pandas/core/dtypes/dtypes.py:553(categories)
       36    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/pandas/core/dtypes/dtypes.py:560(ordered)
        2    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/pandas/core/dtypes/dtypes.py:711(construct_from_string)
102466/102463    0.074    0.000    0.577    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/pandas/core/dtypes/missing.py:50(isna)
        2    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/pandas/core/dtypes/dtypes.py:870(construct_from_string)
    86304    0.122    0.000    0.425    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/pandas/core/dtypes/dtypes.py:923(is_dtype)
102466/102463    0.125    0.000    0.503    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/pandas/core/dtypes/missing.py:133(_isna)
        2    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/pandas/core/dtypes/dtypes.py:1078(construct_from_string)
    86104    0.170    0.000    0.491    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/pandas/core/dtypes/dtypes.py:1132(is_dtype)
       24    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/pandas/core/dtypes/base.py:199(construct_from_string)
   421509    0.326    0.000    1.640    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/pandas/core/dtypes/base.py:254(is_dtype)
   690486    0.600    0.000    0.940    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/pandas/core/dtypes/base.py:411(find)
  3145431    1.208    0.000    1.744    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/pandas/core/dtypes/generic.py:30(_check)
       29    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/pandas/core/dtypes/inference.py:96(is_file_like)
   102213    0.082    0.000    0.507    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/pandas/core/dtypes/inference.py:185(is_array_like)
      881    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/pandas/core/dtypes/inference.py:289(<genexpr>)
      257    0.001    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/pandas/core/dtypes/inference.py:263(is_dict_like)
      224    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/pandas/core/dtypes/inference.py:295(is_named_tuple)
   466420    0.273    0.000    0.522    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/pandas/core/dtypes/inference.py:322(is_hashable)
      248    0.001    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/pandas/core/dtypes/inference.py:360(is_sequence)
      224    0.001    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/pandas/core/dtypes/inference.py:391(is_dataclass)
    13255    0.090    0.000    0.286    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/pandas/core/dtypes/missing.py:202(_isna_ndarraylike)
      566    0.003    0.000    0.014    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/pandas/core/dtypes/missing.py:244(_isna_string_dtype)
       42    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/pandas/core/dtypes/missing.py:264(notna)
    34496    0.084    0.000    0.203    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/pandas/core/dtypes/missing.py:367(array_equivalent)
     1028    0.003    0.000    0.008    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/pandas/core/dtypes/missing.py:465(_array_equivalent_object)
       36    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/pandas/core/dtypes/missing.py:537(na_value_for_dtype)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/pandas/core/dtypes/missing.py:582(remove_na_arraylike)
      522    0.001    0.000    0.030    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/pandas/core/dtypes/missing.py:638(<lambda>)
     1044    0.007    0.000    0.045    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/pandas/core/dtypes/missing.py:619(isna_all)
      478    0.001    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/pandas/core/dtypes/common.py:157(ensure_python_int)
   326225    0.118    0.000    0.210    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/pandas/core/dtypes/common.py:187(<lambda>)
   326225    0.121    0.000    0.121    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/pandas/core/dtypes/common.py:185(classes)
   109158    0.056    0.000    0.088    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/pandas/core/dtypes/common.py:195(<lambda>)
   109158    0.055    0.000    0.055    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/pandas/core/dtypes/common.py:190(classes_and_not_datetimelike)
   293106    0.371    0.000    1.309    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/pandas/core/dtypes/common.py:201(is_object_dtype)
    81886    0.235    0.000    0.431    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/pandas/core/dtypes/common.py:231(is_sparse)
     6028    0.004    0.000    0.006    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/pandas/core/dtypes/common.py:355(is_datetime64_dtype)
   161698    0.180    0.000    0.891    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/pandas/core/dtypes/common.py:388(is_datetime64tz_dtype)
    10590    0.023    0.000    0.030    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/pandas/core/dtypes/common.py:429(is_timedelta64_dtype)
    89210    0.106    0.000    0.547    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/pandas/core/dtypes/common.py:463(is_period_dtype)
    89010    0.119    0.000    0.626    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/pandas/core/dtypes/common.py:499(is_interval_dtype)
    90285    0.111    0.000    0.494    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/pandas/core/dtypes/common.py:537(is_categorical_dtype)
    14483    0.008    0.000    0.046    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/pandas/core/dtypes/common.py:602(condition)
     6376    0.003    0.000    0.033    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/pandas/core/dtypes/common.py:610(<genexpr>)
     1594    0.002    0.000    0.037    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/pandas/core/dtypes/common.py:605(is_excluded_dtype)
    91991    0.133    0.000    0.223    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/pandas/core/dtypes/common.py:573(is_string_dtype)
    81198    0.101    0.000    0.238    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/pandas/core/dtypes/common.py:615(is_dtype_equal)
    59740    0.084    0.000    0.219    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/pandas/core/dtypes/common.py:703(is_integer_dtype)
     2633    0.004    0.000    0.010    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/pandas/core/dtypes/common.py:757(is_signed_integer_dtype)
     2131    0.002    0.000    0.006    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/pandas/core/dtypes/common.py:813(is_unsigned_integer_dtype)
     6585    0.004    0.000    0.007    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/pandas/core/dtypes/common.py:912(is_datetime64_any_dtype)
      200    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/pandas/core/dtypes/common.py:1032(is_datetime_or_timedelta_dtype)
    44607    0.110    0.000    0.827    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/pandas/core/dtypes/common.py:1071(is_numeric_v_string_like)
      100    0.000    0.000    0.004    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/pandas/core/dtypes/common.py:1130(is_datetimelike_v_numeric)
    38041    0.039    0.000    0.059    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/pandas/core/dtypes/common.py:1187(needs_i8_conversion)
    44654    0.101    0.000    0.417    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/pandas/core/dtypes/common.py:1234(is_numeric_dtype)
