Sat Feb  4 04:27:31 2023    ../../results/profiler/profiler.pstats

         362061277 function calls (361016368 primitive calls) in 206.539 seconds

   Random listing order was used

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     4940    0.045    0.000    0.065    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/difflib.py:298(__chain_b)
   173925    1.958    0.000    2.536    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/difflib.py:337(find_longest_match)
    93273    0.739    0.000    3.597    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/difflib.py:453(get_matching_blocks)
   398182    0.083    0.000    0.083    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/difflib.py:651(<genexpr>)
    93273    0.252    0.000    4.122    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/difflib.py:629(ratio)
  4372658   30.088    0.000   43.645    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/difflib.py:654(quick_ratio)
 10551860    9.836    0.000   18.144    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/difflib.py:683(real_quick_ratio)
     2470    0.001    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/difflib.py:744(<listcomp>)
     2470    8.675    0.004   78.963    0.032 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/difflib.py:698(get_close_matches)
        1    0.016    0.016    0.944    0.944 /Users/julia/Documents/MIMUW/2 stopień/3 semestr/Narzędzia programistyczne w Pythonie wspierające analizę danych/NPD/projekt/src/package_npd_js/calculations.py:16(co2_per_capita)
        1    0.017    0.017    0.968    0.968 /Users/julia/Documents/MIMUW/2 stopień/3 semestr/Narzędzia programistyczne w Pythonie wspierające analizę danych/NPD/projekt/src/package_npd_js/calculations.py:57(gdp_per_capita)
        1    0.017    0.017    1.289    1.289 /Users/julia/Documents/MIMUW/2 stopień/3 semestr/Narzędzia programistyczne w Pythonie wspierające analizę danych/NPD/projekt/src/package_npd_js/calculations.py:97(change_of_co2_emission)
        1    0.000    0.000    0.000    0.000 /Users/julia/Documents/MIMUW/2 stopień/3 semestr/Narzędzia programistyczne w Pythonie wspierające analizę danych/NPD/projekt/src/package_npd_js/visualize.py:166(<listcomp>)
        1    0.001    0.001    1.392    1.392 /Users/julia/Documents/MIMUW/2 stopień/3 semestr/Narzędzia programistyczne w Pythonie wspierające analizę danych/NPD/projekt/src/package_npd_js/visualize.py:41(visualize_co2_per_capita)
        1    0.000    0.000    0.001    0.001 /Users/julia/Documents/MIMUW/2 stopień/3 semestr/Narzędzia programistyczne w Pythonie wspierające analizę danych/NPD/projekt/src/package_npd_js/visualize.py:37(<listcomp>)
        1    0.000    0.000    1.461    1.461 /Users/julia/Documents/MIMUW/2 stopień/3 semestr/Narzędzia programistyczne w Pythonie wspierające analizę danych/NPD/projekt/src/package_npd_js/visualize.py:6(visualize_co2_change)
        1    0.000    0.000    0.000    0.000 /Users/julia/Documents/MIMUW/2 stopień/3 semestr/Narzędzia programistyczne w Pythonie wspierające analizę danych/NPD/projekt/src/package_npd_js/visualize.py:101(<listcomp>)
        2    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/logging/__init__.py:767(__init__)
    44480    0.029    0.000    0.040    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/__init__.py:653(__getitem__)
       11    0.000    0.000    0.141    0.013 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/__init__.py:1409(inner)
        2    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/logging/__init__.py:189(_checkLevel)
        5    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/logging/__init__.py:214(_acquireLock)
        5    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/logging/__init__.py:223(_releaseLock)
     3835    0.003    0.000    0.007    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/__init__.py:1180(is_interactive)
        1    0.001    0.001    1.361    1.361 /Users/julia/Documents/MIMUW/2 stopień/3 semestr/Narzędzia programistyczne w Pythonie wspierające analizę danych/NPD/projekt/src/package_npd_js/visualize.py:107(visualize_gdp_per_capita)
        1    0.000    0.000    0.001    0.001 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/__init__.py:161(_get_version)
        1    0.000    0.000    0.001    0.001 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/__init__.py:181(<lambda>)
       51    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/__init__.py:269(wrapper)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/logging/__init__.py:1226(append)
        5    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/logging/__init__.py:1272(getLogger)
        2    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/logging/__init__.py:1323(_fixupParents)
        2    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/logging/__init__.py:1392(__init__)
    14728    0.008    0.000    0.013    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/logging/__init__.py:1412(debug)
    14728    0.006    0.000    0.006    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/logging/__init__.py:1677(isEnabledFor)
        5    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/logging/__init__.py:2022(getLogger)
       41    0.000    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/traceback.py:200(extract_stack)
      123    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/traceback.py:243(__init__)
       41    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/traceback.py:272(__getitem__)
      164    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/traceback.py:285(line)
      197    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/traceback.py:292(walk_stack)
       41    0.001    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/traceback.py:321(extract)
     2889    0.001    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/_api/__init__.py:80(<genexpr>)
     1760    0.006    0.000    0.008    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/_api/__init__.py:65(check_isinstance)
     6256    0.006    0.000    0.007    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/_api/__init__.py:101(check_in_list)
     2235    0.001    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/_api/__init__.py:152(<genexpr>)
      745    0.004    0.000    0.006    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/_api/__init__.py:132(check_shape)
       63    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/_api/__init__.py:171(check_getitem)
        1    0.000    0.000    0.001    0.001 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/_api/__init__.py:218(__getattr__)
  954/936    0.001    0.000    0.040    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/_api/deprecation.py:291(wrapper)
       18    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/_api/deprecation.py:400(<genexpr>)
    41/39    0.000    0.000    1.130    0.029 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/_api/deprecation.py:381(wrapper)
        3    0.000    0.000    0.105    0.035 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/_api/deprecation.py:445(wrapper)
       24    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:106(__init__)
        3    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:109(__call__)
       48    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:115(__hash__)
       36    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:119(_weak_or_strong_ref)
      973    0.002    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:184(__init__)
       36    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:214(connect)
        3    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:232(_remove_proxy)
     5645    0.009    0.000    0.011    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:276(process)
        6    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:343(__init__)
      100    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:469(is_scalar_or_string)
       51    0.000    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:512(_get_data_path)
      110    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:521(flatten)
      540    0.005    0.000    0.005    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:557(__setitem__)
        9    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:570(__init__)
        9    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:598(push)
       15    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:619(empty)
       21    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:623(clear)
        3    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:628(bubble)
        6    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:818(<dictcomp>)
        6    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:817(__init__)
      921    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:826(<listcomp>)
      921    0.001    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:823(clean)
      915    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:876(<listcomp>)
      915    0.002    0.000    0.004    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:872(get_siblings)
     1157    0.003    0.000    0.004    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:1277(is_math_text)
     1855    0.003    0.000    0.008    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:1290(_to_unmasked_float_array)
      220    0.000    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:1301(_check_1d)
      335    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:1619(<lambda>)
      558    0.001    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:1661(safe_first_element)
      253    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:1683(sanitize_sequence)
     2805    0.009    0.000    0.009    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:1730(<dictcomp>)
     2805    0.017    0.000    0.030    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:1691(normalize_kwargs)
    15861    0.006    0.000    0.009    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:1799(_str_equal)
      238    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:1810(_str_lower_equal)
     7336    0.015    0.000    0.025    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:2014(_setattr_cm)
        3    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:2059(__init__)
        2    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:2075(discard)
        3    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/rcsetup.py:140(validate_bool)
        3    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/rcsetup.py:152(validate_axisbelow)
        6    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/colors.py:96(_sanitize_extrema)
     3944    0.004    0.000    0.018    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/colors.py:106(_is_nth_color)
      596    0.001    0.000    0.008    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/colors.py:111(is_color_like)
      596    0.001    0.000    0.009    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/colors.py:124(_check_color_like)
     3348    0.006    0.000    0.028    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/colors.py:152(to_rgba)
        8    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/colors.py:226(<genexpr>)
     1228    0.001    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/colors.py:272(<genexpr>)
     1260    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/colors.py:282(<genexpr>)
      258    0.002    0.000    0.006    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/colors.py:195(_to_rgba_no_colorcycle)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/colors.py:369(<setcomp>)
       15    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/colors.py:287(to_rgba_array)
       80    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/colors.py:384(to_rgb)
       12    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/colors.py:408(<genexpr>)
        3    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/colors.py:389(to_hex)
       23    0.000    0.000    0.011    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/fontconfig_pattern.py:119(parse)
        4    0.000    0.000    0.002    0.001 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/colors.py:439(_create_lookup_table)
        1    0.000    0.000    0.002    0.002 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/colors.py:589(__call__)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/colors.py:667(__copy__)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/colors.py:748(_set_extremes)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/colors.py:844(copy)
       23    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/fontconfig_pattern.py:138(_family)
        1    0.000    0.000    0.002    0.002 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/colors.py:908(_init)
        9    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/fontconfig_pattern.py:144(_name)
        3    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/colors.py:1113(__init__)
        3    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/fontconfig_pattern.py:147(_value)
       23    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/fontconfig_pattern.py:151(<listcomp>)
       23    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/fontconfig_pattern.py:150(_families)
        6    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/fontconfig_pattern.py:158(_property)
        5    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/PIL/__init__.py:38(__getattr__)
        3    0.000    0.000    0.012    0.004 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/PIL/Image.py:347(preinit)
        3    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/PIL/Image.py:442(_getencoder)
        9    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/PIL/Image.py:530(__init__)
       12    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/PIL/Image.py:551(size)
        6    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/PIL/Image.py:555(_new)
        3    0.000    0.000    0.012    0.004 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/PIL/Image.py:611(_copy)
        3    0.000    0.000    0.012    0.004 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/PIL/Image.py:617(_ensure_mutable)
        6    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/PIL/Image.py:804(load)
        3    0.000    0.000    0.615    0.205 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/PIL/Image.py:2087(save)
       36    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/PIL/PngImagePlugin.py:137(_crc32)
        6    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/PIL/Image.py:2580(_check_size)
        3    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/PIL/Image.py:2598(new)
        3    0.000    0.000    0.002    0.001 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/PIL/Image.py:2675(frombuffer)
        6    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/PIL/Image.py:3066(register_open)
        6    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/PIL/Image.py:3081(register_mime)
        6    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/PIL/Image.py:3092(register_save)
        2    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/PIL/Image.py:3103(register_save_all)
       13    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/PIL/Image.py:3115(register_extension)
        3    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/PIL/Image.py:3126(register_extensions)
       48    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/PIL/_binary.py:91(o32be)
        3    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/PIL/_util.py:5(isPath)
        3    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/PIL/PngImagePlugin.py:265(__init__)
        3    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/PIL/PngImagePlugin.py:268(add)
        3    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/PIL/PngImagePlugin.py:311(add_text)
       18    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/PIL/PngImagePlugin.py:1011(putchunk)
        3    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/PIL/PngImagePlugin.py:1025(__init__)
        6    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/PIL/PngImagePlugin.py:1029(write)
       21    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/scale.py:79(limit_range_for_scale)
        3    0.000    0.000    0.589    0.196 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/PIL/PngImagePlugin.py:1178(_save)
        3    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/PIL/ImageFile.py:79(_tilesort)
        3    0.000    0.000    0.588    0.196 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/PIL/ImageFile.py:488(_save)
       48    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/scale.py:97(__init__)
       48    0.000    0.000    0.036    0.001 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/scale.py:104(set_default_locators_and_formatters)
      728    0.001    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/scale.py:116(get_transform)
       48    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/scale.py:582(scale_factory)
      201    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/ticker.py:183(set_axis)
      120    0.001    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/ticker.py:224(<listcomp>)
      120    0.000    0.000    0.013    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/ticker.py:221(format_ticks)
      180    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/ticker.py:244(set_locs)
      305    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/ticker.py:253(fix_minus)
       93    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/ticker.py:265(_set_locator)
        6    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/ticker.py:321(__init__)
      360    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/ticker.py:325(__call__)
       15    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/ticker.py:333(get_offset)
       48    0.001    0.000    0.025    0.001 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/ticker.py:433(__init__)
       48    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/ticker.py:480(set_useOffset)
      290    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/ticker.py:542(_format_maybe_minus_and_locale)
       48    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/ticker.py:559(set_useMathText)
      290    0.001    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/ticker.py:577(__call__)
       15    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/ticker.py:677(get_offset)
       60    0.000    0.000    0.017    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/ticker.py:705(set_locs)
       60    0.001    0.000    0.004    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/ticker.py:714(_compute_offset)
       60    0.001    0.000    0.003    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/ticker.py:753(_set_order_of_magnitude)
       60    0.002    0.000    0.009    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/ticker.py:787(_set_format)
       60    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/ticker.py:1622(raise_if_exceeds)
       21    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/ticker.py:1640(nonsingular)
        3    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/site-packages/matplotlib/ticker.py:1705(__init__)
